State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Karnataka,SHIMOGA,2002,Whole Year ,Coconut ,6820,18061
Karnataka,SHIMOGA,2003,Whole Year ,Coconut ,6700,17743
Karnataka,SHIMOGA,2004,Whole Year ,Coconut ,6613,176897.75
Karnataka,SHIMOGA,2005,Whole Year ,Coconut ,6843,18122
Karnataka,SHIMOGA,2006,Whole Year ,Coconut ,6864,18178
Karnataka,SHIMOGA,2007,Whole Year ,Coconut ,6875,33167
Karnataka,SHIMOGA,2008,Whole Year ,Coconut ,6655,55567
Karnataka,SHIMOGA,2009,Whole Year ,Coconut ,6339,45071
Karnataka,SHIMOGA,2010,Whole Year ,Coconut ,6351,60712
Karnataka,SHIMOGA,2011,Whole Year ,Coconut ,5954,59286
Karnataka,SHIMOGA,2012,Whole Year ,Coconut ,5736,57116
Karnataka,SHIMOGA,2013,Whole Year ,Coconut ,5419,42994
Karnataka,SHIMOGA,2014,Whole Year ,Coconut ,5403,48216
Karnataka,TUMKUR,1998,Whole Year ,Coconut ,83818,551484
Karnataka,TUMKUR,1999,Whole Year ,Coconut ,88293,580927
Karnataka,TUMKUR,2000,Whole Year ,Coconut ,100810,663283
Karnataka,TUMKUR,2001,Whole Year ,Coconut ,110993,547767
Karnataka,TUMKUR,2002,Whole Year ,Coconut ,111248,549026
Karnataka,TUMKUR,2003,Whole Year ,Coconut ,109443,540118
Karnataka,TUMKUR,2004,Whole Year ,Coconut ,110937,5530209.45
Karnataka,TUMKUR,2005,Whole Year ,Coconut ,122690,605494
Karnataka,TUMKUR,2006,Whole Year ,Coconut ,125511,619416
Karnataka,TUMKUR,2007,Whole Year ,Coconut ,124110,683765
Karnataka,TUMKUR,2008,Whole Year ,Coconut ,132587,994566
Karnataka,TUMKUR,2009,Whole Year ,Coconut ,138660,985898
Karnataka,TUMKUR,2010,Whole Year ,Coconut ,142248,1347700
Karnataka,TUMKUR,2011,Whole Year ,Coconut ,143110,1351758
Karnataka,TUMKUR,2012,Whole Year ,Coconut ,147539,1393593
Karnataka,TUMKUR,2013,Whole Year ,Coconut ,145910,1139718
Karnataka,TUMKUR,2014,Whole Year ,Coconut ,149419,1283692
Karnataka,UDUPI,1998,Whole Year ,Coconut ,13003,55508
Karnataka,UDUPI,2000,Whole Year ,Coconut ,13736,58637
Karnataka,UDUPI,2001,Whole Year ,Coconut ,14003,59777
Karnataka,UDUPI,2002,Whole Year ,Coconut ,14179,60528
Karnataka,UDUPI,2003,Whole Year ,Coconut ,14319,61126
Karnataka,UDUPI,2004,Whole Year ,Coconut ,14464,623687.68
Karnataka,UDUPI,2005,Whole Year ,Coconut ,14876,63504
Karnataka,UDUPI,2006,Whole Year ,Coconut ,14976,63931
Karnataka,UDUPI,2007,Whole Year ,Coconut ,15009,73730
Karnataka,UDUPI,2008,Whole Year ,Coconut ,15114,118416
Karnataka,UDUPI,2009,Whole Year ,Coconut ,16224,130132
Karnataka,UDUPI,2010,Whole Year ,Coconut ,17095,154889
Karnataka,UDUPI,2011,Whole Year ,Coconut ,17512,171739
Karnataka,UDUPI,2012,Whole Year ,Coconut ,17587,172475
Karnataka,UDUPI,2013,Whole Year ,Coconut ,17771,177939
Karnataka,UDUPI,2014,Whole Year ,Coconut ,17825,313547
Karnataka,UTTAR KANNAD,1998,Whole Year ,Coconut ,5624,26748
Karnataka,UTTAR KANNAD,1999,Whole Year ,Coconut ,5805,27608
Karnataka,UTTAR KANNAD,2000,Whole Year ,Coconut ,5907,28093
Karnataka,UTTAR KANNAD,2001,Whole Year ,Coconut ,6069,28864
Karnataka,UTTAR KANNAD,2002,Whole Year ,Coconut ,6162,29306
Karnataka,UTTAR KANNAD,2003,Whole Year ,Coconut ,6224,29601
Karnataka,UTTAR KANNAD,2004,Whole Year ,Coconut ,6276,301499.04
Karnataka,UTTAR KANNAD,2005,Whole Year ,Coconut ,7197,34229
Karnataka,UTTAR KANNAD,2006,Whole Year ,Coconut ,7479,35570
Karnataka,UTTAR KANNAD,2007,Whole Year ,Coconut ,7415,38738
Karnataka,UTTAR KANNAD,2008,Whole Year ,Coconut ,7514,54795
Karnataka,UTTAR KANNAD,2009,Whole Year ,Coconut ,7581,53902
Karnataka,UTTAR KANNAD,2010,Whole Year ,Coconut ,7690,65107
Karnataka,UTTAR KANNAD,2011,Whole Year ,Coconut ,7713,59392
Karnataka,UTTAR KANNAD,2012,Whole Year ,Coconut ,7752,59692
Karnataka,UTTAR KANNAD,2013,Whole Year ,Coconut ,7768,61630
Karnataka,UTTAR KANNAD,2014,Whole Year ,Coconut ,7784,69463
Karnataka,YADGIR,2010,Whole Year ,Coconut ,218,2084
Karnataka,YADGIR,2011,Whole Year ,Coconut ,218,2167
Karnataka,YADGIR,2012,Whole Year ,Coconut ,214,2107
Karnataka,YADGIR,2013,Whole Year ,Coconut ,197,1563
Karnataka,YADGIR,2014,Whole Year ,Coconut ,168,1499
Kerala,ALAPPUZHA,1997,Whole Year ,Coconut ,77893,399000
Kerala,ALAPPUZHA,1998,Whole Year ,Coconut ,58621,288000000
Kerala,ALAPPUZHA,1999,Whole Year ,Coconut ,61270,333000000
Kerala,ALAPPUZHA,2000,Whole Year ,Coconut ,59775,288000000
Kerala,ALAPPUZHA,2001,Whole Year ,Coconut ,57047,280000000
Kerala,ALAPPUZHA,2002,Whole Year ,Coconut ,55407,267000000
Kerala,ALAPPUZHA,2003,Whole Year ,Coconut ,55982,312000000
Kerala,ALAPPUZHA,2004,Whole Year ,Coconut ,56325,328000000
Kerala,ALAPPUZHA,2005,Whole Year ,Coconut ,56154,357000000
Kerala,ALAPPUZHA,2006,Whole Year ,Coconut ,48726,360000000
Kerala,ALAPPUZHA,2007,Whole Year ,Coconut ,43976,301000000
Kerala,ALAPPUZHA,2008,Whole Year ,Coconut ,38859,275000000
Kerala,ALAPPUZHA,2009,Whole Year ,Coconut ,39816,257000000
Kerala,ALAPPUZHA,2010,Whole Year ,Coconut ,39343.71,263500000
Kerala,ALAPPUZHA,2011,Whole Year ,Coconut ,38555.94,219318000
Kerala,ALAPPUZHA,2012,Whole Year ,Coconut ,36986,233000000
Kerala,ALAPPUZHA,2013,Whole Year ,Coconut ,36880,217000000
Kerala,ALAPPUZHA,2014,Whole Year ,Coconut ,35161,218000000
Kerala,ERNAKULAM,1997,Whole Year ,Coconut ,61016,382000
Kerala,ERNAKULAM,1998,Whole Year ,Coconut ,61719,345000000
Kerala,ERNAKULAM,1999,Whole Year ,Coconut ,68110,406000000
Kerala,ERNAKULAM,2000,Whole Year ,Coconut ,67402,358000000
Kerala,ERNAKULAM,2001,Whole Year ,Coconut ,62684,343000000
Kerala,ERNAKULAM,2002,Whole Year ,Coconut ,61034,309000000
Kerala,ERNAKULAM,2003,Whole Year ,Coconut ,57964,311000000
Kerala,ERNAKULAM,2004,Whole Year ,Coconut ,58735,313000000
Kerala,ERNAKULAM,2005,Whole Year ,Coconut ,58553,369000000
Kerala,ERNAKULAM,2006,Whole Year ,Coconut ,54710,376000000
Kerala,ERNAKULAM,2007,Whole Year ,Coconut ,49412,292000000
Kerala,ERNAKULAM,2008,Whole Year ,Coconut ,46240,249000000
Kerala,ERNAKULAM,2009,Whole Year ,Coconut ,44475,235000000
Kerala,ERNAKULAM,2010,Whole Year ,Coconut ,42893.79,221125000
Kerala,ERNAKULAM,2011,Whole Year ,Coconut ,46376.43,240698000
Kerala,ERNAKULAM,2012,Whole Year ,Coconut ,43751,209000000
Kerala,ERNAKULAM,2013,Whole Year ,Coconut ,44582,227000000
Kerala,ERNAKULAM,2014,Whole Year ,Coconut ,43680,212000000
Kerala,IDUKKI,1997,Whole Year ,Coconut ,31303,148000
Kerala,IDUKKI,1998,Whole Year ,Coconut ,21444,87000000
Kerala,IDUKKI,1999,Whole Year ,Coconut ,23696,92000000
Kerala,IDUKKI,2000,Whole Year ,Coconut ,23811,91000000
Kerala,IDUKKI,2001,Whole Year ,Coconut ,25603,96000000
Kerala,IDUKKI,2002,Whole Year ,Coconut ,25810,104000000
Kerala,IDUKKI,2003,Whole Year ,Coconut ,24383,92000000
Kerala,IDUKKI,2004,Whole Year ,Coconut ,24274,87000000
Kerala,IDUKKI,2005,Whole Year ,Coconut ,24343,90000000
Kerala,IDUKKI,2006,Whole Year ,Coconut ,23668,99000000
Kerala,IDUKKI,2007,Whole Year ,Coconut ,19925,72000000
Kerala,IDUKKI,2008,Whole Year ,Coconut ,17776,79000000
Kerala,IDUKKI,2009,Whole Year ,Coconut ,17189,90000000
Kerala,IDUKKI,2010,Whole Year ,Coconut ,17011.58,79789000
Kerala,IDUKKI,2011,Whole Year ,Coconut ,17158.12,94937000
Kerala,IDUKKI,2012,Whole Year ,Coconut ,17265,94000000
Kerala,IDUKKI,2013,Whole Year ,Coconut ,16518,90000000
Kerala,IDUKKI,2014,Whole Year ,Coconut ,16655,75000000
Kerala,KANNUR,1997,Whole Year ,Coconut ,137554,1009000
Kerala,KANNUR,1998,Whole Year ,Coconut ,95118,529000000
Kerala,KANNUR,1999,Whole Year ,Coconut ,95257,515000000
Kerala,KANNUR,2000,Whole Year ,Coconut ,96975,621000000
Kerala,KANNUR,2001,Whole Year ,Coconut ,95712,604000000
Kerala,KANNUR,2002,Whole Year ,Coconut ,94217,559000000
Kerala,KANNUR,2003,Whole Year ,Coconut ,95278,597000000
Kerala,KANNUR,2004,Whole Year ,Coconut ,94518,642000000
Kerala,KANNUR,2005,Whole Year ,Coconut ,93934,692000000
Kerala,KANNUR,2006,Whole Year ,Coconut ,91393,640000000
Kerala,KANNUR,2007,Whole Year ,Coconut ,82223,554000000
Kerala,KANNUR,2008,Whole Year ,Coconut ,77705,500000000
Kerala,KANNUR,2009,Whole Year ,Coconut ,78024,479000000
Kerala,KANNUR,2010,Whole Year ,Coconut ,76916.76,528790000
Kerala,KANNUR,2011,Whole Year ,Coconut ,90350.48,644511000
Kerala,KANNUR,2012,Whole Year ,Coconut ,86818,567000000
Kerala,KANNUR,2013,Whole Year ,Coconut ,85063,574000000
Kerala,KANNUR,2014,Whole Year ,Coconut ,85807,533000000
Kerala,KASARAGOD,1997,Whole Year ,Coconut ,41011,227000
Kerala,KASARAGOD,1998,Whole Year ,Coconut ,48596,337000000
Kerala,KASARAGOD,1999,Whole Year ,Coconut ,56183,364000000
Kerala,KASARAGOD,2000,Whole Year ,Coconut ,59073,469000000
Kerala,KASARAGOD,2001,Whole Year ,Coconut ,57285,438000000
Kerala,KASARAGOD,2002,Whole Year ,Coconut ,56236,409000000
Kerala,KASARAGOD,2003,Whole Year ,Coconut ,57811,419000000
Kerala,KASARAGOD,2004,Whole Year ,Coconut ,57906,471000000
Kerala,KASARAGOD,2005,Whole Year ,Coconut ,58088,426000000
Kerala,KASARAGOD,2006,Whole Year ,Coconut ,58236,395000000
Kerala,KASARAGOD,2007,Whole Year ,Coconut ,57057,445000000
Kerala,KASARAGOD,2008,Whole Year ,Coconut ,52266,439000000
Kerala,KASARAGOD,2009,Whole Year ,Coconut ,54224,416000000
Kerala,KASARAGOD,2010,Whole Year ,Coconut ,56173.75,418372000
Kerala,KASARAGOD,2011,Whole Year ,Coconut ,59655.93,508038000
Kerala,KASARAGOD,2012,Whole Year ,Coconut ,58836,469000000
Kerala,KASARAGOD,2013,Whole Year ,Coconut ,61836,602000000
Kerala,KASARAGOD,2014,Whole Year ,Coconut ,63791,705000000
Kerala,KOLLAM,1997,Whole Year ,Coconut ,87179,404000
Kerala,KOLLAM,1998,Whole Year ,Coconut ,75614,350000000
Kerala,KOLLAM,1999,Whole Year ,Coconut ,79906,399000000
Kerala,KOLLAM,2000,Whole Year ,Coconut ,79709,387000000
Kerala,KOLLAM,2001,Whole Year ,Coconut ,74956,425000000
Kerala,KOLLAM,2002,Whole Year ,Coconut ,71310,411000000
Kerala,KOLLAM,2003,Whole Year ,Coconut ,67531,439000000
Kerala,KOLLAM,2004,Whole Year ,Coconut ,66153,444000000
Kerala,KOLLAM,2005,Whole Year ,Coconut ,66134,504000000
Kerala,KOLLAM,2006,Whole Year ,Coconut ,65392,512000000
Kerala,KOLLAM,2007,Whole Year ,Coconut ,58575,378000000
Kerala,KOLLAM,2008,Whole Year ,Coconut ,58397,443000000
Kerala,KOLLAM,2009,Whole Year ,Coconut ,56675,412000000
Kerala,KOLLAM,2010,Whole Year ,Coconut ,56059.5,377754000
Kerala,KOLLAM,2011,Whole Year ,Coconut ,55303.75,426635000
Kerala,KOLLAM,2012,Whole Year ,Coconut ,55120,372000000
Kerala,KOLLAM,2013,Whole Year ,Coconut ,61309,473000000
Kerala,KOLLAM,2014,Whole Year ,Coconut ,52360,387000000
Kerala,KOTTAYAM,1997,Whole Year ,Coconut ,47710,172000
Kerala,KOTTAYAM,1998,Whole Year ,Coconut ,42571,171000000
Kerala,KOTTAYAM,1999,Whole Year ,Coconut ,43272,201000000
Kerala,KOTTAYAM,2000,Whole Year ,Coconut ,41604,197000000
Kerala,KOTTAYAM,2001,Whole Year ,Coconut ,39429,180000000
Kerala,KOTTAYAM,2002,Whole Year ,Coconut ,41424,213000000
Kerala,KOTTAYAM,2003,Whole Year ,Coconut ,39286,217000000
Kerala,KOTTAYAM,2004,Whole Year ,Coconut ,40532,187000000
Kerala,KOTTAYAM,2005,Whole Year ,Coconut ,39943,217000000
Kerala,KOTTAYAM,2006,Whole Year ,Coconut ,36204,202000000
Kerala,KOTTAYAM,2007,Whole Year ,Coconut ,35226,205000000
Kerala,KOTTAYAM,2008,Whole Year ,Coconut ,34881,194000000
Kerala,KOTTAYAM,2009,Whole Year ,Coconut ,28185,141000000
Kerala,KOTTAYAM,2010,Whole Year ,Coconut ,28410.34,148421000
Kerala,KOTTAYAM,2011,Whole Year ,Coconut ,28208.84,149436000
Kerala,KOTTAYAM,2012,Whole Year ,Coconut ,27500,131000000
Kerala,KOTTAYAM,2013,Whole Year ,Coconut ,27019,126000000
Kerala,KOTTAYAM,2014,Whole Year ,Coconut ,26529,140000000
Kerala,KOZHIKODE,1997,Whole Year ,Coconut ,134858,1012000
Kerala,KOZHIKODE,1998,Whole Year ,Coconut ,129506,999000000
Kerala,KOZHIKODE,1999,Whole Year ,Coconut ,131061,1059000000
Kerala,KOZHIKODE,2000,Whole Year ,Coconut ,128739,903000000
Kerala,KOZHIKODE,2001,Whole Year ,Coconut ,130100,895000000
Kerala,KOZHIKODE,2002,Whole Year ,Coconut ,127402,888000000
Kerala,KOZHIKODE,2003,Whole Year ,Coconut ,129365,898000000
Kerala,KOZHIKODE,2004,Whole Year ,Coconut ,129865,854000000
Kerala,KOZHIKODE,2005,Whole Year ,Coconut ,129500,845000000
Kerala,KOZHIKODE,2006,Whole Year ,Coconut ,129401,824000000
Kerala,KOZHIKODE,2007,Whole Year ,Coconut ,122929,851000000
Kerala,KOZHIKODE,2008,Whole Year ,Coconut ,120704,941000000
Kerala,KOZHIKODE,2009,Whole Year ,Coconut ,119166,868000000
Kerala,KOZHIKODE,2010,Whole Year ,Coconut ,121688.42,769685000
Kerala,KOZHIKODE,2011,Whole Year ,Coconut ,127699.25,852009000
Kerala,KOZHIKODE,2012,Whole Year ,Coconut ,124819,882000000
Kerala,KOZHIKODE,2013,Whole Year ,Coconut ,123115,948000000
Kerala,KOZHIKODE,2014,Whole Year ,Coconut ,123066,1001000000
Kerala,MALAPPURAM,1997,Whole Year ,Coconut ,123798,683000
Kerala,MALAPPURAM,1998,Whole Year ,Coconut ,99276,600000000
Kerala,MALAPPURAM,1999,Whole Year ,Coconut ,107142,717000000
Kerala,MALAPPURAM,2000,Whole Year ,Coconut ,110378,626000000
Kerala,MALAPPURAM,2001,Whole Year ,Coconut ,104171,599000000
Kerala,MALAPPURAM,2002,Whole Year ,Coconut ,107254,787000000
Kerala,MALAPPURAM,2003,Whole Year ,Coconut ,109582,858000000
Kerala,MALAPPURAM,2004,Whole Year ,Coconut ,113162,900000000
Kerala,MALAPPURAM,2005,Whole Year ,Coconut ,113411,863000000
Kerala,MALAPPURAM,2006,Whole Year ,Coconut ,112238,859000000
Kerala,MALAPPURAM,2007,Whole Year ,Coconut ,104731,832000000
Kerala,MALAPPURAM,2008,Whole Year ,Coconut ,105789,952000000
Kerala,MALAPPURAM,2009,Whole Year ,Coconut ,108380,1063000000
Kerala,MALAPPURAM,2010,Whole Year ,Coconut ,104178.22,916053000
Kerala,MALAPPURAM,2011,Whole Year ,Coconut ,109229.36,946781000
Kerala,MALAPPURAM,2012,Whole Year ,Coconut ,102417,1125000000
Kerala,MALAPPURAM,2013,Whole Year ,Coconut ,105481,935000000
Kerala,MALAPPURAM,2014,Whole Year ,Coconut ,103691,933000000
Kerala,PALAKKAD,1997,Whole Year ,Coconut ,58268,225000
Kerala,PALAKKAD,1998,Whole Year ,Coconut ,45439,194000000
Kerala,PALAKKAD,1999,Whole Year ,Coconut ,45857,218000000
Kerala,PALAKKAD,2000,Whole Year ,Coconut ,46393,252000000
Kerala,PALAKKAD,2001,Whole Year ,Coconut ,50568,284000000
Kerala,PALAKKAD,2002,Whole Year ,Coconut ,53207,363000000
Kerala,PALAKKAD,2003,Whole Year ,Coconut ,55655,380000000
Kerala,PALAKKAD,2004,Whole Year ,Coconut ,55533,344000000
Kerala,PALAKKAD,2005,Whole Year ,Coconut ,55437,415000000
Kerala,PALAKKAD,2006,Whole Year ,Coconut ,60182,420000000
Kerala,PALAKKAD,2007,Whole Year ,Coconut ,60393,422000000
Kerala,PALAKKAD,2008,Whole Year ,Coconut ,59076,450000000
Kerala,PALAKKAD,2009,Whole Year ,Coconut ,57186,417000000
Kerala,PALAKKAD,2010,Whole Year ,Coconut ,57094.11,407624000
Kerala,PALAKKAD,2011,Whole Year ,Coconut ,60528.6,492736000
Kerala,PALAKKAD,2012,Whole Year ,Coconut ,62513,461000000
Kerala,PALAKKAD,2013,Whole Year ,Coconut ,61016,397000000
Kerala,PALAKKAD,2014,Whole Year ,Coconut ,60687,442000000
Kerala,PATHANAMTHITTA,1997,Whole Year ,Coconut ,26032,163000
Kerala,PATHANAMTHITTA,1998,Whole Year ,Coconut ,21994,118000000
Kerala,PATHANAMTHITTA,1999,Whole Year ,Coconut ,22769,131000000
Kerala,PATHANAMTHITTA,2000,Whole Year ,Coconut ,22794,126000000
Kerala,PATHANAMTHITTA,2001,Whole Year ,Coconut ,22696,124000000
Kerala,PATHANAMTHITTA,2002,Whole Year ,Coconut ,21764,122000000
Kerala,PATHANAMTHITTA,2003,Whole Year ,Coconut ,21660,121000000
Kerala,PATHANAMTHITTA,2004,Whole Year ,Coconut ,21739,114000000
Kerala,PATHANAMTHITTA,2005,Whole Year ,Coconut ,21375,119000000
Kerala,PATHANAMTHITTA,2006,Whole Year ,Coconut ,18842,109000000
Kerala,PATHANAMTHITTA,2007,Whole Year ,Coconut ,17903,107000000
Kerala,PATHANAMTHITTA,2008,Whole Year ,Coconut ,16632,111000000
Kerala,PATHANAMTHITTA,2009,Whole Year ,Coconut ,16213,114000000
Kerala,PATHANAMTHITTA,2010,Whole Year ,Coconut ,15626.74,112043000
Kerala,PATHANAMTHITTA,2011,Whole Year ,Coconut ,16184.56,137055000
Kerala,PATHANAMTHITTA,2012,Whole Year ,Coconut ,15433,110000000
Kerala,PATHANAMTHITTA,2013,Whole Year ,Coconut ,15606,98000000
Kerala,PATHANAMTHITTA,2014,Whole Year ,Coconut ,15803,92000000
Kerala,THIRUVANANTHAPURAM,1997,Whole Year ,Coconut ,112601,592000
Kerala,THIRUVANANTHAPURAM,1998,Whole Year ,Coconut ,91271,555000000
Kerala,THIRUVANANTHAPURAM,1999,Whole Year ,Coconut ,91362,608000000
Kerala,THIRUVANANTHAPURAM,2000,Whole Year ,Coconut ,88663,635000000
Kerala,THIRUVANANTHAPURAM,2001,Whole Year ,Coconut ,88604,627000000
Kerala,THIRUVANANTHAPURAM,2002,Whole Year ,Coconut ,87118,606000000
Kerala,THIRUVANANTHAPURAM,2003,Whole Year ,Coconut ,85506,553000000
Kerala,THIRUVANANTHAPURAM,2004,Whole Year ,Coconut ,84073,568000000
Kerala,THIRUVANANTHAPURAM,2005,Whole Year ,Coconut ,84078,665000000
Kerala,THIRUVANANTHAPURAM,2006,Whole Year ,Coconut ,77463,603000000
Kerala,THIRUVANANTHAPURAM,2007,Whole Year ,Coconut ,72473,562000000
Kerala,THIRUVANANTHAPURAM,2008,Whole Year ,Coconut ,71675,600000000
Kerala,THIRUVANANTHAPURAM,2009,Whole Year ,Coconut ,71376,591000000
Kerala,THIRUVANANTHAPURAM,2010,Whole Year ,Coconut ,69668.44,499402000
Kerala,THIRUVANANTHAPURAM,2011,Whole Year ,Coconut ,71423.51,572372000
Kerala,THIRUVANANTHAPURAM,2012,Whole Year ,Coconut ,70233,552000000
Kerala,THIRUVANANTHAPURAM,2013,Whole Year ,Coconut ,71320,551000000
Kerala,THIRUVANANTHAPURAM,2014,Whole Year ,Coconut ,73079,665000000
Kerala,THRISSUR,1997,Whole Year ,Coconut ,75784,482000
Kerala,THRISSUR,1998,Whole Year ,Coconut ,81171,534000000
Kerala,THRISSUR,1999,Whole Year ,Coconut ,88307,610000000
Kerala,THRISSUR,2000,Whole Year ,Coconut ,89472,540000000
Kerala,THRISSUR,2001,Whole Year ,Coconut ,85480,545000000
Kerala,THRISSUR,2002,Whole Year ,Coconut ,86068,620000000
Kerala,THRISSUR,2003,Whole Year ,Coconut ,87397,632000000
Kerala,THRISSUR,2004,Whole Year ,Coconut ,85115,709000000
Kerala,THRISSUR,2005,Whole Year ,Coconut ,85366,726000000
Kerala,THRISSUR,2006,Whole Year ,Coconut ,84454,608000000
Kerala,THRISSUR,2007,Whole Year ,Coconut ,81697,575000000
Kerala,THRISSUR,2008,Whole Year ,Coconut ,76753,531000000
Kerala,THRISSUR,2009,Whole Year ,Coconut ,77509,538000000
Kerala,THRISSUR,2010,Whole Year ,Coconut ,75364.43,493258000
Kerala,THRISSUR,2011,Whole Year ,Coconut ,89676.79,607999000
Kerala,THRISSUR,2012,Whole Year ,Coconut ,86476,548000000
Kerala,THRISSUR,2013,Whole Year ,Coconut ,87177,618000000
Kerala,THRISSUR,2014,Whole Year ,Coconut ,83221,485000000
Kerala,WAYANAD,1997,Whole Year ,Coconut ,5278,13000
Kerala,WAYANAD,1998,Whole Year ,Coconut ,9948,25000000
Kerala,WAYANAD,1999,Whole Year ,Coconut ,10843,27000000
Kerala,WAYANAD,2000,Whole Year ,Coconut ,10995,43000000
Kerala,WAYANAD,2001,Whole Year ,Coconut ,11383,39000000
Kerala,WAYANAD,2002,Whole Year ,Coconut ,10947,51000000
Kerala,WAYANAD,2003,Whole Year ,Coconut ,11098,47000000
Kerala,WAYANAD,2004,Whole Year ,Coconut ,11337,40000000
Kerala,WAYANAD,2005,Whole Year ,Coconut ,11517,38000000
Kerala,WAYANAD,2006,Whole Year ,Coconut ,12034,47000000
Kerala,WAYANAD,2007,Whole Year ,Coconut ,12292,45000000
Kerala,WAYANAD,2008,Whole Year ,Coconut ,11016,38000000
Kerala,WAYANAD,2009,Whole Year ,Coconut ,10200,46000000
Kerala,WAYANAD,2010,Whole Year ,Coconut ,10043.34,50745000
Kerala,WAYANAD,2011,Whole Year ,Coconut ,10515.38,48039000
Kerala,WAYANAD,2012,Whole Year ,Coconut ,9995,46000000
Kerala,WAYANAD,2013,Whole Year ,Coconut ,11725,65000000
Kerala,WAYANAD,2014,Whole Year ,Coconut ,10326,59000000
Mizoram,AIZAWL,1997,Rainy     ,Coconut ,2,5
Mizoram,LUNGLEI,1997,Rainy     ,Coconut ,13,35
Puducherry,KARAIKAL,1999,Whole Year ,Coconut ,222,3663000
Puducherry,KARAIKAL,2000,Whole Year ,Coconut ,223,4014000
Puducherry,KARAIKAL,2001,Whole Year ,Coconut ,213,2130000
Puducherry,KARAIKAL,2002,Whole Year ,Coconut ,214,2675000
Puducherry,KARAIKAL,2003,Whole Year ,Coconut ,208,2434000
Puducherry,KARAIKAL,2004,Whole Year ,Coconut ,209,2090000
Puducherry,KARAIKAL,2005,Whole Year ,Coconut ,212,1272000
Puducherry,KARAIKAL,2007,Whole Year ,Coconut ,207,1532000
Puducherry,KARAIKAL,2008,Whole Year ,Coconut ,207,1553000
Puducherry,KARAIKAL,2009,Whole Year ,Coconut ,207,1532000
Puducherry,KARAIKAL,2010,Whole Year ,Coconut ,205,2476000
Puducherry,KARAIKAL,2011,Whole Year ,Coconut ,204,1823000
Puducherry,KARAIKAL,2012,Whole Year ,Coconut ,205,2481000
Puducherry,KARAIKAL,2013,Whole Year ,Coconut ,205,615000
Puducherry,KARAIKAL,2014,Whole Year ,Coconut ,192,1843000
Puducherry,MAHE,1999,Whole Year ,Coconut ,490,5880000
Puducherry,MAHE,2000,Whole Year ,Coconut ,489,4890000
Puducherry,MAHE,2001,Whole Year ,Coconut ,490,4410000
Puducherry,MAHE,2002,Whole Year ,Coconut ,490,4900000
Puducherry,MAHE,2003,Whole Year ,Coconut ,489,4646000
Puducherry,MAHE,2004,Whole Year ,Coconut ,488,4392000
Puducherry,MAHE,2005,Whole Year ,Coconut ,487,4383000
Puducherry,MAHE,2007,Whole Year ,Coconut ,481,4040000
Puducherry,MAHE,2008,Whole Year ,Coconut ,472,4012000
Puducherry,MAHE,2009,Whole Year ,Coconut ,472,3870000
Puducherry,MAHE,2010,Whole Year ,Coconut ,471,4409000
Puducherry,MAHE,2011,Whole Year ,Coconut ,470,4442000
Puducherry,PONDICHERRY,1999,Whole Year ,Coconut ,1183,15083000
Puducherry,PONDICHERRY,2000,Whole Year ,Coconut ,1203,12932000
Puducherry,PONDICHERRY,2001,Whole Year ,Coconut ,1264,12514000
Puducherry,PONDICHERRY,2002,Whole Year ,Coconut ,1262,13251000
Puducherry,PONDICHERRY,2003,Whole Year ,Coconut ,1248,19968000
Puducherry,PONDICHERRY,2004,Whole Year ,Coconut ,1131,17813000
Puducherry,PONDICHERRY,2005,Whole Year ,Coconut ,1192,19668000
Puducherry,PONDICHERRY,2007,Whole Year ,Coconut ,1179,17033000
Puducherry,PONDICHERRY,2008,Whole Year ,Coconut ,1112,21406000
Puducherry,PONDICHERRY,2009,Whole Year ,Coconut ,1169,22012000
Puducherry,PONDICHERRY,2010,Whole Year ,Coconut ,1167,13844000
Puducherry,PONDICHERRY,2011,Whole Year ,Coconut ,1135,6753000
Puducherry,PONDICHERRY,2012,Whole Year ,Coconut ,1074,12175000
Puducherry,PONDICHERRY,2013,Whole Year ,Coconut ,1047,11869000
Puducherry,PONDICHERRY,2014,Whole Year ,Coconut ,1050,19950000
Puducherry,YANAM,1999,Whole Year ,Coconut ,319,3190000
Puducherry,YANAM,2000,Whole Year ,Coconut ,318,2862000
Puducherry,YANAM,2001,Whole Year ,Coconut ,315,3150000
Puducherry,YANAM,2002,Whole Year ,Coconut ,313,3130000
Puducherry,YANAM,2003,Whole Year ,Coconut ,307,3684000
Puducherry,YANAM,2004,Whole Year ,Coconut ,309,3708000
Puducherry,YANAM,2005,Whole Year ,Coconut ,303,4091000
Puducherry,YANAM,2007,Whole Year ,Coconut ,297,4010000
Puducherry,YANAM,2008,Whole Year ,Coconut ,293,3750000
Puducherry,YANAM,2009,Whole Year ,Coconut ,290,3683000
Puducherry,YANAM,2010,Whole Year ,Coconut ,288,3735000
Puducherry,YANAM,2011,Whole Year ,Coconut ,286,4295000
Puducherry,YANAM,2012,Whole Year ,Coconut ,285,5641000
Puducherry,YANAM,2013,Whole Year ,Coconut ,284,4124000
Puducherry,YANAM,2014,Whole Year ,Coconut ,284,3408000
Tamil Nadu,ARIYALUR,2009,Whole Year ,Coconut ,336,5200
Tamil Nadu,ARIYALUR,2011,Whole Year ,Coconut ,323,2600000
Tamil Nadu,ARIYALUR,2013,Whole Year ,Coconut ,331,1700000
